Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,0,23.94,0.008359025,,,
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0,496.0725,0.173211473,,,
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,0,12.4416,0.004344179,,,
Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,0.009824544,,,
Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,0,3.5767,0.001248861,,,
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,0,636.0003,0.222069453,,,
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0,22.5624,0.007878015,,,
First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0,162.864,0.056866513,,,
Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,-0.002965254,,,
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,-0.006830518,,,
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044,0.001412026,,,
Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916,0.019794759,,,
Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0,6.9258,0.002418251,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,0,6.6465,0.002320729,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.132,0.002141084,,,
Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,-0.001559374,,,
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,3,0.4,-509.997,-0.17807343,,,
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,7,0.4,-251.9958,-0.087988275,,,
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,4,0.2,28.7196,0.010027898,,,
Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2,0,35.156,0.012275267,,,
Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,0.2,4.7304,0.001651693,,,
Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0,0.3024,0.000105588,,,
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,-0.002598351,,,
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,0.007538835,,,
Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,0,210.4936,0.073497133,,,
First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,0,92.3692,0.032252151,,,
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,0,2.3232,0.000811182,,,
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.095,0.001429833,,,
First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,0,4.0572,0.001416635,,,
First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,0,1.5548,0.000542883,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,0.2,4.0768,0.001423478,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,0.2,5.9072,0.002062591,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,6,0.2,5.9712,0.002084938,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.694,0.003035646,,,
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,-0.001198336,,,
Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,0.13132469,,,
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942,0.018136362,,,
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.844,0.016705481,,,
Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,0.016745984,,,
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,10.8864,0.003801157,,,
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372,-0.059138883,,,
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316,0.008490312,,,
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,-0.071339604,,,
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,0.002333683,,,
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424,0.002179632,,,
Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966,0.018993424,,,
Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,-0.017005484,,,
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592,0.027534923,,,
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558,0.007037713,,,
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,-0.008577114,,,
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88,-0.021955536,,,
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,0.003246821,,,
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0,15.552,0.005430224,,,
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0,10.8248,0.003779648,,,
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0,27.3168,0.009538088,,,
Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0,38.024,0.013276674,,,
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0,6.5688,0.002293599,,,
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445,-0.045896078,,,
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0,12.864,0.004491667,,,
Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0,2.8536,0.000996379,,,
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0,20.9208,0.007304825,,,
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0,83.868,0.029283824,,,
First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0,2.0049,0.000700042,,,
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948,0.001255181,,,
Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114,0.018335177,,,
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136,0.00059833,,,
Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,3,0.2,2.0358,0.000710831,,,
Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0,37.6422,0.013143363,,,
Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.384,2,0.2,22.298,0.007785695,,,
Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432,0.001900578,,,
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4,0.2,8.6744,0.003028802,,,
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568,0.008434725,,,
Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0,1995.99,0.69693113,,,
Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0,80.0226,0.027941143,,,
Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360,4,0,129.6,0.045251867,,,
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0,13.071,0.004563944,,,
Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0,3.58,0.001250013,,,
Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.744,0.028542196,,,
Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0,34.9965,0.012219575,,,
Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995,0.000348991,,,
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3,0.4,-67.8762,-0.023700037,,,
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389,0.001183322,,,
First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4,0.3,-258.5016,-0.090259877,,,
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.831,0.011812623,,,
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,-0.009669654,,,
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7,-0.007227729,,,
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.816,-0.004824073,,,
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,-0.00119666,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038,0.000559992,,,
Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2,0.2,335.9944,0.1173177,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,0.2,4.49,0.001567754,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2,0.2,2.7956,0.000976127,,,
Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,0.2,-17.4588,-0.006096013,,,
Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0,2.3312,0.000813975,,,
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116,0.000389669,,,
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976,-0.142451202,,,
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,0.003516936,,,
Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916,0.002930058,,,
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,-0.000775148,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,0.2,4.7976,0.001675157,,,
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0,3.0996,0.001082274,,,
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.5432,0.004030489,,,
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0,4.1472,0.00144806,,,
First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0,2.3086,0.000806084,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0,11.5432,0.004030489,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668,0.00037249,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0,23.0864,0.008060978,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,0.494219385,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,-0.001696526,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0,3.7996,0.00132669,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0,6.9864,0.002439411,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0,15.824,0.005525197,,,
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.325,0.003954301,,,
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,0,168.4384,0.058812902,,,
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0,9.936,0.00346931,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0,9.936,0.00346931,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.646,3,0.1,86.8704,0.030332159,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0,1.4456,0.000504754,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0,20.7328,0.007239181,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,0,8.4784,0.002960366,,,
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,4,0,10.44,0.003645289,,,
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2,0,0.1472,5.13972E-05,,,
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,7,0,29.3412,0.010244939,,,
Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0,271.4192,0.094770259,,,
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396,0.00328076,,,
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,3,0.2,4.6746,0.00163221,,,
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.712,-0.001994434,,,
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,8,0.2,179.1888,0.062566572,,,
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.924,0.000322629,,,
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94,-0.010454019,,,
First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.136,4,0.2,30.98,0.010817152,,,
Standard Class,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,7,0.3,-297.6848,-0.103941304,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322,-0.007099306,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,3,0.2,2.6811,0.000936148,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,-0.006589733,,,
First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,7,0,25.48,0.008896741,,,
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,3,0.2,17.3376,0.006053694,,,
Second Class,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,2,0,8.799,0.003072308,,,
Standard Class,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,3,0.45,-157.0095,-0.054822323,,,
Standard Class,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,3,0.2,-1.0497,-0.000366519,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.638,-0.117891589,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.777,0.000271302,,,
First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.624,1,0.2,0.4264,0.000148884,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.884,0.002752822,,,
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,0,13.5932,0.004746278,,,
Second Class,Consumer,Des Moines,Washington,West,Technology,Phones,246.384,2,0.2,27.7182,0.009678243,,,
Second Class,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,3,0,701.9883,0.245110196,,,
Second Class,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623,-0.007179649,,,
Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,3,0.2,25.5798,0.008931587,,,
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,2,0,9.4924,0.00331442,,,
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,2,0,6.2208,0.00217209,,,
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,4,0,21.036,0.007345048,,,
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,3,0.2,3.5952,0.00125532,,,
Second Class,Consumer,Houston,Texas,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528,-0.110738861,,,
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.136,4,0.2,-32.784,-0.011447046,,,
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,57.584,2,0.2,0.7198,0.000251329,,,
First Class,Consumer,Miami,Florida,South,Office Supplies,Paper,9.568,2,0.2,3.4684,0.001211046,,,
Standard Class,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.072,6,0.2,9.768,0.00341065,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,3,0,9.6957,0.003385405,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,179.95,5,0,37.7895,0.013194795,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,1199.976,3,0.2,434.9913,0.151884017,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,5,0,13.3035,0.004645125,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Tables,1004.024,7,0.2,-112.9527,-0.039439202,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,1,0,4.6464,0.001622363,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,9,0,13.608,0.004751446,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,1,0,27.4302,0.009577683,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,1336.829,13,0.15,31.4548,0.010982935,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,113.568,2,0.2,-18.4548,-0.006443782,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,7,0,65.7342,0.022952124,,,
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.136,4,0.2,26.8744,0.009383617,,,
Standard Class,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,8,0,25.8984,0.009042831,,,
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,5,0.2,38.38,0.013400977,,,
Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,1,0,2.8322,0.000988907,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,4,0,2.7028,0.000943725,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,1,0,7.015,0.002449397,,,
